"text";"label";"motivation";"channel";"Author";"Comment";"Published.At";"Likes"
"Mein Dealer des Vertrauens ist gerade echt am Arsch, weil all seine Kunden jetzt Zuhause anbauen. Also in 10 Wochen will er dann damit aufhören, da kaum noch jemand was holen will. 😂 Ich baue auch jetzt Purple Haze an. Mal sehen wie es wird 😀";"positiv";"The comment is positive. It contains humor and excitement about growing cannabis at home, indicated by the laughing and happy face emojis.";"ARTEde";"@thomassmartphone7125";"Mein Dealer des Vertrauens ist gerade echt am Arsch, weil all seine Kunden jetzt Zuhause anbauen. Also in 10 Wochen will er dann damit aufhören, da kaum noch jemand was holen will. 😂 Ich baue auch jetzt Purple Haze an. Mal sehen wie es wird 😀";"2024-04-08T14:47:28Z";0
"Wie schauts eigtl mit ""Geruchsbelästigung"" aus? Zwecks 3 Pflanzen aufm Balkon bzw in der Wohnung -> ganze Hausflur ""stinkt"" usw ????????? Und jeder der denkt das es legalisiert wurde weil irgendwelche 420 hampelmänner jahre lang dafür ""gekämpft"" haben, sollte weniger kiffen xD so naiv kann doch keiner sein...";"negativ";"The comment is negative. It expresses concern about 'Geruchsbelästigung' (odor nuisance) and criticizes the idea that legalization was achieved due to activists.";"ARTEde";"@rolfsteppenwolf9020";"Wie schauts eigtl mit ""Geruchsbelästigung"" aus? Zwecks 3 Pflanzen aufm Balkon bzw in der Wohnung -> ganze Hausflur ""stinkt"" usw ????????? Und jeder der denkt das es legalisiert wurde weil irgendwelche 420 hampelmänner jahre lang dafür ""gekämpft"" haben, sollte weniger kiffen xD so naiv kann doch keiner sein...";"2024-04-08T13:05:46Z";0
"Wichtig und richtig! Es war längst überfällig!";"positiv";"The comment is positive. It expresses approval and enthusiasm, indicating that the legalization was long overdue.";"ARTEde";"@favkev6197";"Wichtig und richtig! Es war längst überfällig!";"2024-04-08T12:38:21Z";6
"🇩🇪🤝🏻🇫🇷";"neutral/ohne Bezug";"The comment is unrelated. It does not refer to cannabis legalization at all.";"ARTEde";"@WeedWhoop44";"🇩🇪🤝🏻🇫🇷";"2024-04-08T12:11:51Z";0
"""Seit Ostermontag ist in Deutschland das Cannabisgesetz in Kraft und der private Konsum ist nun erlaubt."" (sic) DW verbreitet dieselbe Grütze. Der private Konsum von Cannabis (und anderen illegalen Drogen) war auch schon vor dem 1. April legal in Deutschland. Der Besitz war für Cannabis (und ist noch für andere Drogen) illegal.";"neutral/ohne Bezug";"The comment is neutral. It provides information and clarification about the cannabis law in Germany without expressing a clear opinion on the legalization itself.";"ARTEde";"@g3rn1";"""Seit Ostermontag ist in Deutschland das Cannabisgesetz in Kraft und der private Konsum ist nun erlaubt."" (sic) DW verbreitet dieselbe Grütze. Der private Konsum von Cannabis (und anderen illegalen Drogen) war auch schon vor dem 1. April legal in Deutschland. Der Besitz war für Cannabis (und ist noch für andere Drogen) illegal.";"2024-04-08T11:58:42Z";3
"70 kg Cannabis bei Bürgermeisterin

Die Bürgermeisterin einer französischen Kleinstadt ist nach dem Fund von 70 Kilogramm Cannabisharz in ihrem Haus festgenommen worden. Neben Jamilah Habsaoui, die seit 2021 Bürgermeisterin von Avallon ist, wurden zwei ihrer Brü­der und vier weitere Verdächtige in Gewahrsam genommen, teilte die Staats­anwaltschaft in Auxerre mit.
Bei weiteren Razzien in Avallon wurden zudem 983 Gramm Kokain, 7000 Euro in bar und etwa 20 Goldbarren beschlag­nahmt. Die Ermittlungen fanden im Rahmen einer landesweiten Kampagne zur Bekämpfung des Drogenhandels statt.";"neutral/ohne Bezug";"The comment is unrelated. It discusses a news event involving a mayor and drug-related arrests but does not refer to cannabis legalization in Germany.";"ARTEde";"@user-qb7fk3il2e";"70 kg Cannabis bei Bürgermeisterin

Die Bürgermeisterin einer französischen Kleinstadt ist nach dem Fund von 70 Kilogramm Cannabisharz in ihrem Haus festgenommen worden. Neben Jamilah Habsaoui, die seit 2021 Bürgermeisterin von Avallon ist, wurden zwei ihrer Brü­der und vier weitere Verdächtige in Gewahrsam genommen, teilte die Staats­anwaltschaft in Auxerre mit.
Bei weiteren Razzien in Avallon wurden zudem 983 Gramm Kokain, 7000 Euro in bar und etwa 20 Goldbarren beschlag­nahmt. Die Ermittlungen fanden im Rahmen einer landesweiten Kampagne zur Bekämpfung des Drogenhandels statt.";"2024-04-08T10:43:14Z";0
"Deutschland geht unter... Die meisten wissen nicht mal was die Droge mit sich bringt....verblödet die Menschheit noch mehr.. aber das hat ja alles seinen Grund warum man das Zeug nun plötzlich erlaubt.";"negativ";"The comment is negative. It expresses concern and criticism about the effects of cannabis legalization, suggesting it will lead to negative consequences for society.";"ARTEde";"@nicolem.3844";"Deutschland geht unter... Die meisten wissen nicht mal was die Droge mit sich bringt....verblödet die Menschheit noch mehr.. aber das hat ja alles seinen Grund warum man das Zeug nun plötzlich erlaubt.";"2024-04-08T09:25:14Z";2
"Keine Macht den Drogen.";"negativ";"The comment is negative. It expresses opposition to drugs, which implies disapproval of cannabis legalization.";"ARTEde";"@ladasamara8401";"Keine Macht den Drogen.";"2024-04-08T08:21:13Z";2
"für bayern wars ein rückschritt....jetzt geht die repression erst richtig los....situation heute morgen...an der bayrisch hessischen grenze war ein aufgebot von ca 30 bull...äähh...polizisten, die jedes auto gezogen und durchsucht haben....";"negativ";"The comment is negative. It expresses concern and criticism about increased repression and police activity following the legalization.";"ARTEde";"@helnorse";"für bayern wars ein rückschritt....jetzt geht die repression erst richtig los....situation heute morgen...an der bayrisch hessischen grenze war ein aufgebot von ca 30 bull...äähh...polizisten, die jedes auto gezogen und durchsucht haben....";"2024-04-08T08:07:46Z";1
"fck france";"neutral/ohne Bezug";"The comment is unrelated. It does not refer to cannabis legalization at all.";"ARTEde";"@high.fly.4949";"fck france";"2024-04-08T07:07:47Z";0
"Leute Hanf hatten wir schon immer in Deutschland, das ist in der Regen in jedem Vogelfutter drin.";"neutral/ohne Bezug";"The comment is neutral/unrelated. It mentions hemp in bird feed but does not express a clear opinion on cannabis legalization.";"ARTEde";"@nathan7149";"Leute Hanf hatten wir schon immer in Deutschland, das ist in der Regen in jedem Vogelfutter drin.";"2024-04-08T06:54:57Z";4
"Theoretisch müssten ja alle Kiffer AFD wählen, weil nach den DEXIT könnte die EU uns nicht mehr vorschreiben, ob wir unser Gras verkaufen oder nich.";"neutral/ohne Bezug";"The comment is neutral. It discusses a hypothetical political scenario related to cannabis legalization but does not express a clear opinion on the legalization itself.";"ARTEde";"@Blaukriton";"Theoretisch müssten ja alle Kiffer AFD wählen, weil nach den DEXIT könnte die EU uns nicht mehr vorschreiben, ob wir unser Gras verkaufen oder nich.";"2024-04-08T06:07:42Z";0
"Es war höchste Zeit!";"positiv";"The comment is positive. It expresses approval and satisfaction with the timing of the legalization.";"ARTEde";"@Wides911";"Es war höchste Zeit!";"2024-04-08T05:53:19Z";0
"xD der Moment wenn es Uruguay besser macht als wir..";"negativ";"The comment is negative. It expresses frustration or criticism by comparing Germany unfavorably to Uruguay regarding cannabis legalization.";"ARTEde";"@SakuraNight_";"xD der Moment wenn es Uruguay besser macht als wir..";"2024-04-08T05:41:22Z";0
"Ich wusste gar nicht, dass langfristig lizensierte Geschäfte zur Abgabe geplant sind. Danke für die Info.";"neutral/ohne Bezug";"The comment is neutral. It mentions cannabis legalization but does not express a clear opinion. It simply acknowledges new information.";"ARTEde";"@mitsurugi7952";"Ich wusste gar nicht, dass langfristig lizensierte Geschäfte zur Abgabe geplant sind. Danke für die Info.";"2024-04-08T05:08:17Z";4
"mit der Diskriminierung hat man sich noch besonders gefühlt, aber immerhin muss ich jetzt nicht mehr darum bangen  wegen synthetisierten Cannabinoiden zu sterben oder wegen der Streckung mit Blei zu verdummen";"positiv";"The comment is positive. It expresses relief and approval towards the legalization, highlighting the benefits of not having to worry about harmful synthetic cannabinoids or adulterants.";"ARTEde";"@PsyCorb455";"mit der Diskriminierung hat man sich noch besonders gefühlt, aber immerhin muss ich jetzt nicht mehr darum bangen  wegen synthetisierten Cannabinoiden zu sterben oder wegen der Streckung mit Blei zu verdummen";"2024-04-08T01:46:45Z";16
"Cannabis sehe ich weniger als Problem an. Da sieht es beim Alkohol ganz anders aus und da wird nichts reglementiert!";"positiv";"The comment is positive. It expresses a supportive stance towards cannabis by comparing it favorably to alcohol, which is not regulated.";"ARTEde";"@heikostaat";"Cannabis sehe ich weniger als Problem an. Da sieht es beim Alkohol ganz anders aus und da wird nichts reglementiert!";"2024-04-08T01:36:19Z";24
"""Freiheit, Gleichheit, Brüderlichkeit.""
Was ist aus Frankreichs Freiheitsbewegung geworden? Ein starkes Selbstbestimmungsrecht und die Wahlfreiheit der bevorzugten und zu einem passenden Drogen sind gut und anstrebenswert. Die meisten Staaten/Regierungen auf der Erde sollten ihre autoritäre Einstellung einschränken und den Bürger*innen mehr dienen, anstatt sie fremdbestimmen und beherrschen zu wollen. Schön, dass das schriftliche deutsche Recht einen Schritt in die richtige Richtung gemacht hat, auch wenn es noch ängstlich und mit Mängeln behaftet ausgeprägt ist. Ich vermute weitere Liberalisierungsschritte bezüglich Cannabis werden kommen, und später dann auch bezüglich weiterer derzeit zu Unrecht illegalisierter Drogen.

Danke für den Beitrag; war interessant und wie immer gut gemacht.";"positiv";"The comment is positive. It expresses approval and support for the legalization of cannabis in Germany, mentioning it as a step in the right direction and anticipating further liberalization.";"ARTEde";"@Jakob.Hamburg";"""Freiheit, Gleichheit, Brüderlichkeit.""
Was ist aus Frankreichs Freiheitsbewegung geworden? Ein starkes Selbstbestimmungsrecht und die Wahlfreiheit der bevorzugten und zu einem passenden Drogen sind gut und anstrebenswert. Die meisten Staaten/Regierungen auf der Erde sollten ihre autoritäre Einstellung einschränken und den Bürger*innen mehr dienen, anstatt sie fremdbestimmen und beherrschen zu wollen. Schön, dass das schriftliche deutsche Recht einen Schritt in die richtige Richtung gemacht hat, auch wenn es noch ängstlich und mit Mängeln behaftet ausgeprägt ist. Ich vermute weitere Liberalisierungsschritte bezüglich Cannabis werden kommen, und später dann auch bezüglich weiterer derzeit zu Unrecht illegalisierter Drogen.

Danke für den Beitrag; war interessant und wie immer gut gemacht.";"2024-04-07T23:01:42Z";1
"Ich freu mich sehr. Ich kiff seit Jahren nicht mehr aber ich esse ein paar Mal im Jahr für 1-2 Wochen Haschkekse und verschenke dann den Rest. Ich fahre in der Zeit auch nicht mit dem Auto. Ich baue jetzt erstmal selber an. Es ist ein tolles gefühl dass es erlaubt ist. Ob es was eird ist mir egal.";"positiv";"The comment is positive. It expresses happiness and approval about the legalization, mentioning that it feels great that it is allowed.";"ARTEde";"@edgardonhauser9892";"Ich freu mich sehr. Ich kiff seit Jahren nicht mehr aber ich esse ein paar Mal im Jahr für 1-2 Wochen Haschkekse und verschenke dann den Rest. Ich fahre in der Zeit auch nicht mit dem Auto. Ich baue jetzt erstmal selber an. Es ist ein tolles gefühl dass es erlaubt ist. Ob es was eird ist mir egal.";"2024-04-07T22:11:22Z";6
"Nichts neues. 🤧🤧🤧
Bei uns schon seit Jahren legal.";"neutral/ohne Bezug";"The comment is neutral. It mentions that cannabis has been legal for years in their location but does not express a clear opinion on the legalization in Germany.";"ARTEde";"@kerstinhandke3694";"Nichts neues. 🤧🤧🤧
Bei uns schon seit Jahren legal.";"2024-04-07T22:11:05Z";0
"💚💚💚";"neutral/ohne Bezug";"The comment is unrelated. It contains green heart emojis but does not refer to cannabis legalization at all.";"ARTEde";"@d.h.7559";"💚💚💚";"2024-04-07T21:58:39Z";0
"LOL und der Großteil kauft weiter beim Dealer nur kann man jetzt die Ware sorgenfrei nach Hause bringen, typisch Deutschland.";"negativ";"The comment is negative. It expresses sarcasm and criticism towards the effectiveness of cannabis legalization in Germany.";"ARTEde";"@itzsoweezee9980";"LOL und der Großteil kauft weiter beim Dealer nur kann man jetzt die Ware sorgenfrei nach Hause bringen, typisch Deutschland.";"2024-04-07T21:51:20Z";0
"High! Der Konsum war in Deutschland auch vor dem heiligen 1. April 2024 legal, nur der Besitz etc. eben nicht... .. . ✌";"neutral/ohne Bezug";"The comment is neutral. It provides information about the legal status of cannabis consumption in Germany without expressing a clear opinion on legalization.";"ARTEde";"@user-kp5pf3ic4q";"High! Der Konsum war in Deutschland auch vor dem heiligen 1. April 2024 legal, nur der Besitz etc. eben nicht... .. . ✌";"2024-04-07T21:29:01Z";0
".Kein Wort über die Niederlande.😅";"neutral/ohne Bezug";"The comment is unrelated. It does not refer to cannabis legalization at all.";"ARTEde";"@LordSourmash74";".Kein Wort über die Niederlande.😅";"2024-04-07T20:15:09Z";0
"Ich werde mir das Zeuch nie und nimmer anfassen! 🚭";"negativ";"The comment is negative. It expresses strong opposition to cannabis, indicated by the phrase 'nie und nimmer' (never ever) and the prohibited sign emoji.";"ARTEde";"@a.k.9182";"Ich werde mir das Zeuch nie und nimmer anfassen! 🚭";"2024-04-07T19:43:03Z";1
"O'kifft is!";"positiv";"The comment is positive. It uses a playful and enthusiastic tone to express approval of cannabis legalization.";"ARTEde";"@andreasmuller9688";"O'kifft is!";"2024-04-07T18:09:41Z";0
"FÜR REGELMÄSSIGE AUTOFAHRER BLEIBT ES ILLEGAL !!";"negativ";"The comment is negative. It expresses disapproval or concern about the fact that cannabis remains illegal for regular drivers.";"ARTEde";"@Gr3yG00s3";"FÜR REGELMÄSSIGE AUTOFAHRER BLEIBT ES ILLEGAL !!";"2024-04-07T17:45:48Z";0
"Die Legalisierung war überfällig! Wer was möchte bekommt es, also lieber kontrolliert abgeben!!";"positiv";"The comment is positive. It expresses support for the legalization, stating that it was overdue and prefers controlled distribution.";"ARTEde";"@user-im5um1ev3k";"Die Legalisierung war überfällig! Wer was möchte bekommt es, also lieber kontrolliert abgeben!!";"2024-04-07T17:34:36Z";22
"Ja die Pharmaindustrie sieht das gar nicht gerne weil Cannabis nachweislich bei so vielen Erkrankungen hilft.  Hoffentlich bleibt es Legal.";"positiv";"The comment is positive. It expresses hope that cannabis will remain legal and mentions the benefits of cannabis for various illnesses.";"ARTEde";"@ThisJen";"Ja die Pharmaindustrie sieht das gar nicht gerne weil Cannabis nachweislich bei so vielen Erkrankungen hilft.  Hoffentlich bleibt es Legal.";"2024-04-07T17:33:27Z";0
