"text";"VA01_value";"VA01_motivation";"VA02_value";"VA02_motivation";"VA03_value";"VA03_motivation";"hashtag"
"June 6th 80 years ago! Do it here in America now whip some ass of these fascist nazis cult maggot party minions sycophants! Killing is coming! Do or die just like back then! #NevertRump #ProAmericaantitRump #tRumpforprison2024 #MakeAmericatrumpless Street fight rumble skirmish!";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtags match.";"pro Trump";"The hashtags used criticize Donald Trump, indicating a pro-Biden stance.";"personal attack";"The tweet contains abusive and discriminatory remarks towards Donald Trump and his supporters, making it a personal attack.";"nevertrump"
"The guy responsible for the largest increase ever to our national debt wants you to believe he would be great for the economy now lol #NeverTrump #MAGACultMoron #TrumpIsUnfit #Trumpisguily";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtags match.";"pro Trump";"The hashtags used (#NeverTrump, #MAGACultMoron, #TrumpIsUnfit, #Trumpisguily) criticize Donald Trump, indicating a pro-Biden stance.";"action-based criticism";"The tweet criticizes Donald Trump based on his past actions related to increasing the national debt, which is an action-based criticism.";"nevertrump"
"Nigerian MAGAs now working with American MAGA to to hunt down Africans who don\'t support their Messiah. #NeverTrump !\\nMake una go hug transformer.";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtag match.";"pro Trump";"The hashtag #NeverTrump indicates a position against Donald Trump, suggesting the author supports Joe Biden.";"personal attack";"The tweet contains a personal attack, referring to Trump supporters as 'Nigerian MAGAs' and suggesting they 'go hug transformer,' which is an abusive remark.";"nevertrump"
"Thank you for reminding Cavuto that the House Reps passed HR2 that would\'ve closed the border!  Of course Cavuto did not challenge on that. #NeverTrump Cavuto will always side with, use the Dem talking points. #FoxNews";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtags match.";"Others";"The tweet uses the hashtag #NeverTrump, which criticizes Donald Trump, but the overall context and tone of the tweet suggest a pro-Trump stance, criticizing those who oppose him.";"party criticism";"The tweet criticizes the media (Cavuto) and indirectly the Democratic Party for their talking points, but does not directly criticize the top candidate or his actions.";"nevertrump"
"Aileen Cannon is a disgraceful, biased jurist of the highest order. She is in so far over her head she is going to drown in polluted political patronage. Enough of this tawdry drama. Time\'s Up! #StrongerTogether #NeverTrump #BlueWave #RoevemberIsComing #MAGAFascists #FBR #Jan6th";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtags match.";"pro Trump";"The hashtags #NeverTrump, #BlueWave, #RoevemberIsComing, and #MAGAFascists indicate a pro-Biden stance, criticizing Donald Trump and supporting Democratic positions.";"person-based criticism";"The tweet criticizes Aileen Cannon, a judge associated with Trump, based on her character traits and behavior patterns, calling her biased and disgraceful. This is person-based criticism.";"nevertrump"
"Fear of what Trump and his supports might do cannot and should not stand in the way of what we must do to secure the Constitution from all its enemies, foreign and domestic.    -Jamelle Bouie\\n\\nJamelle Bouie, a New York Times Opinion columnist since 2019. #SlavaUkraini #NeverTrump";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtag match.";"pro Trump";"The hashtag #NeverTrump criticizes Donald Trump, indicating a pro-Biden stance.";"person-based criticism";"The tweet criticizes Donald Trump directly as a person, suggesting that fear of what he and his supporters might do should not deter actions to protect the Constitution. This criticism is based on his behavior and character traits.";"nevertrump"
"The further a society drifts (strays) from the truth, the more it will hate those who speak it.\\n      -George Orwell #ArmUkraineToWin #StandWithGeorgia #SlavaUkraini #NeverTrump";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and there is no indication that the tweet refers to anything other than the current US election campaign. The position and hashtag match.";"pro Trump";"The hashtag #NeverTrump indicates a position against Donald Trump, suggesting a pro-Biden stance.";"party criticism";"The tweet does not refer to the top candidate outside of the hashtag. It criticizes the basic attitudes and opinions of Trump's party without specific reference to his actions or character.";"nevertrump"
"Hey you GOPers….. you claim to be the party of law and order…..explain why you want to defund the FBI and DOJ.\\n\\nWhile previously you excoriated the “Radial Liberals” for wanting to defund the police. #magats #FelonDon34 #nevertrump";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtags match.";"pro Biden";"The tweet criticizes the GOP and Donald Trump, but it does not explicitly support Joe Biden or use a pro-Biden hashtag.";"party criticism";"The tweet criticizes the GOP's stance on law enforcement and their desire to defund the FBI and DOJ, which is a criticism of the party's basic attitudes and opinions.";"nevertrump"
"I\'m with Biden on #Immigration !\\n\\nTrump made another \\perfect phone call\\ to Reps to HALT THE BORDER BILL keeping the borders open for months for his campaign! Trump always had open borders saying fuck the USA, I need to win votes and become a DICTATOR! #NeverTrump #VoteBlue";"suitable";"The tweet contains enough text to convey a meaningful statement. It is written in English and refers to the current US election campaign. The position and hashtags match.";"pro Trump";"The tweet uses hashtags that criticize Donald Trump and supports Joe Biden, indicating a democratic position.";"personal attack";"The tweet contains a personal attack on Donald Trump, calling him a dictator and using derogatory language.";"nevertrump"
"Hey I’m still Never Trump! #NeverTrump #NeverTrumper";"unsuitable";"The tweet contains only hashtags and a very brief statement that does not convey a meaningful position beyond the hashtags.";"pro Biden";"The tweet does not clearly support either Biden or Trump, it only expresses opposition to Trump.";"not applicable";"The tweet does not provide enough context or content to classify the type of criticism.";"nevertrump"
