"Comment.";"Name.";"gender";"label";"motivation"
"ELYAS SCHATZI";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Hei hvem er du egentlig ?";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any body-related features. It is a general question about identity."
"Nice";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any body-related features. It is a general compliment without reference to physical characteristics."
"Du siehst glücklich aus 😍";"Elyas M'Barek";"male";"body-related";"The comment contains features of a body-related comment. It refers to the appearance of the person, specifically mentioning that they look happy."
"Die ganze Zeit bekomme ich bei TikTok son Typen der immer wieder von Turks und Caicos 🇹🇨 postet und jetzt chillt er einfach da 😂😂";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any body-related features. It talks about a person posting from a location."
"Ahhhhhh ich sage nur türkisch für anfänger";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Buona giornata. Sei straordinario!";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any body-related features. It is a general compliment."
"Bist so ein süßer 🥰 Man ich kann’s nicht mehr🥵";"Elyas M'Barek";"male";"body-related";"The comment contains features of a body-related comment. It refers to the person's appearance by calling them 'süßer' (sweet)."
"Bruder 2 folge dein ernst man";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Schade, dass du so schnell rausgeflogen bist 😢 Ich hoffe, du kannst bei einer neuen Staffel mal dabei sein";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Dieser Opa mit schwarzen T-shirt hat der nd bei Vampir Schwestern mit gespielt";"Elyas M'Barek";"male";"body-related";"The comment contains features of a body-related comment. It mentions clothing and indirectly refers to the person's age."
"dovinchennyy";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Mit Dir zu lachen ist wie als würde man mit der Welt lachen und genau das macht das ( #thetranslationdrive ) so unglaublich unglaublich denn mit der Welt zu lachen bedeutet Ein’s zu sein; #thx4beeing & yes with double „e“, Lange Geschichte Mr. Elyas - und könnte es sein, dass Du im Pass #elias geschrieben wirst, I have no idea, what I know is you - thank you, was diese Sendung angeht sollten Sie Purzelbäume schlagen, dass Du Dich entschieden hast Sie an Deine Seite zu lassen";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"zzzzzzsszssaaa,zzzzzzzzaaam";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Ist die Staffel schon draußen oder wann kommt die raus?";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any body-related features. It is asking about the release of a series."
"Wo ist Teddy maaaaaan";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Freu mich so 😍😍❤hab immer wieder davon gesprochen & jetzt passierts😂";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any body-related features. It expresses excitement and anticipation without mentioning any physical characteristics."
"Und ich kriege das erst jetzt mit ?? 😂😂😂";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"So so gut !!! Du und außerdem Ina Müller !!! 🤩 Knaller ! Ich freu mich drauf !";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"A lot of international stars come to Tunisia and make a promotion for it. Hope you come too and let your followers discover Tunisia throw you🤗🤗🤗";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any body-related features. It talks about international stars and promoting Tunisia."
"😊👍 Хеллоуу!! нaписaл тeбe!";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any body-related features. It is a general greeting and expression of emotion."
"Can anyone love me 👏😢";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Ich schaue es nur wegen dir 😍❤️ Kenne die Sendung gar nicht 😜🫣";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body parts or physical characteristics."
"Mega, freue mich richtig drauf 🤩";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any body-related features. It expresses excitement but does not mention any physical characteristics."
"so cute";"Elyas M'Barek";"male";"not body-related";"The comment does not contain specific features of a body-related comment. It does not name any body part or physical characteristic."
"I love you Elias M’Barek❤️❤️";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any features of a body-related comment. It expresses affection without mentioning any physical characteristics."
"Ihr seid die besten!!!🤩";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"@monihensel @danielleemeister endlich, da ist ja der Schmitzi 😁☝🏼";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"@maximilliarden";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any body-related features. It does not name any body part or physical characteristic."
"Ich würde vermutlich nicht mal 20 min durchhalten 😂";"Elyas M'Barek";"male";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
